HGNC ID	Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
HGNC:53314	ADGRD1-AS1	LACAT8	
HGNC:18651	ADGRD2	PGR24	Q7Z7M1
HGNC:3336	ADGRE1		Q14246
HGNC:3337	ADGRE2	CD312	Q9UHX3
HGNC:23647	ADGRE3		Q9BY15
HGNC:19240	ADGRE4P	PGR16	Q86SQ3
HGNC:1711	ADGRE5	TM7LN1	P48960
HGNC:18990	ADGRF1	"hGPCR36, PGR19"	Q5T601
HGNC:18991	ADGRF2	"hGPCR35, PGR20"	Q8IZF7
HGNC:18989	ADGRF3	"hGPCR37, PGR23"	Q8IZF5
HGNC:19011	ADGRF4	"FLJ38076, PGR18"	Q8IZF3
HGNC:19030	ADGRF5	"DKFZp564O1923, KIAA0758"	Q8IZF2
HGNC:32922	ADGRF5P1		
HGNC:32921	ADGRF5P2		
HGNC:4512	ADGRG1	"TM7LN4, TM7XN1"	Q9Y653
HGNC:4516	ADGRG2	"HE6, TM7LN2, EDDM6"	Q8IZP9
HGNC:13728	ADGRG3	"Pb99, PGR26"	Q86Y34
HGNC:18992	ADGRG4	"RP1-299I16, PGR17"	Q8IZF6
HGNC:19010	ADGRG5	PGR27	Q8IZF4
HGNC:13841	ADGRG6	FLJ14937	Q86SQ4
HGNC:19241	ADGRG7	FLJ14454	Q96K78
HGNC:20973	ADGRL1	"KIAA0821, CIRL1, LEC2"	O94910
HGNC:18582	ADGRL2	"KIAA0786, LEC1"	O95490
HGNC:20974	ADGRL3	"KIAA0768, LEC3"	Q9HAR2
HGNC:50604	ADGRL3-AS1		
HGNC:20822	ADGRL4	ETL	Q9HBW9
HGNC:17416	ADGRV1	"DKFZp761P0710, KIAA0686, FEB4, VLGR1"	Q8WXG9
HGNC:249	ADH1A		P07327
HGNC:250	ADH1B		P00325
HGNC:251	ADH1C		P00326
HGNC:252	ADH4	ADH-2	P08319
HGNC:253	ADH5	"ADH-3, ADHX, GSNOR"	P11766
HGNC:254	ADH5P1~withdrawn		
HGNC:22976	ADH5P2		
HGNC:22991	ADH5P3		
HGNC:21377	ADH5P4	bA707M13.2	
HGNC:255	ADH6	ADH-5	P28332
HGNC:256	ADH7	ADH-4	P40394
HGNC:16354	ADHFE1	"ADHFe1, FLJ32430"	Q8IWW8
HGNC:30576	ADI1	"SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD"	Q9BV57
HGNC:52339	ADI1P1		
HGNC:52340	ADI1P2		
HGNC:52341	ADI1P3		
HGNC:28606	ADIG	"MGC39724, SMAF1, RP5-1100H13.2"	Q0VDE8
HGNC:13633	ADIPOQ	"ACRP30, AdipoQ, apM1, GBP28, adiponectin"	Q15848
HGNC:40648	ADIPOQ-AS1		
HGNC:24040	ADIPOR1	"PAQR1, ACDCR1"	Q96A54
HGNC:44910	ADIPOR1P1		
HGNC:44911	ADIPOR1P2		
HGNC:24041	ADIPOR2	"PAQR2, ACDCR2"	Q86V24
HGNC:16477	ADIR~withdrawn		
HGNC:24043	ADIRF	"APM2, AFRO"	Q15847
HGNC:45127	ADIRF-AS1		
HGNC:257	ADK	AK	P55263
HGNC:258	ADL~withdrawn		
HGNC:259	ADM	AM	P35318
HGNC:28898	ADM2	"AM2, FLJ21135"	Q7Z4H4
HGNC:27293	ADM5	AM5	C9JUS6
HGNC:260	ADMLX~withdrawn		
HGNC:261	ADMLY~withdrawn		
HGNC:15766	ADNP	"KIAA0784, ADNP1"	Q9H2P0
HGNC:51227	ADNP-AS1		
HGNC:23803	ADNP2	KIAA0863	Q6IQ32
HGNC:23506	ADO	FLJ14547	Q96SZ5
HGNC:262	ADORA1	RDC7	P30542
HGNC:263	ADORA2A	RDC8	P29274
HGNC:37122	ADORA2A-AS1	FLJ34651	P86434
HGNC:264	ADORA2B		P29275
HGNC:265	ADORA2BP1		
HGNC:266	ADORA2L1~withdrawn		
HGNC:267	ADORA2L2~withdrawn		
HGNC:268	ADORA3	AD026	P0DMS8
HGNC:25250	ADPGK	"DKFZp434B195, ADP-GK"	Q9BRR6
HGNC:44144	ADPGK-AS1		
HGNC:269	ADPRH	ARH1	P54922
HGNC:21303	ADPRHL1	ARH2	Q8NDY3
HGNC:21304	ADPRHL2	"ARH3, FLJ20446"	Q9NX46
HGNC:30925	ADPRM	MDS006	Q3LIE5
HGNC:277	ADRA1A	ADRA1L1	P35348
HGNC:278	ADRA1B		P35368
HGNC:279	ADRA1C~withdrawn		
HGNC:280	ADRA1D	"ADRA1R, ADRA1A, ADRA1"	P25100
HGNC:281	ADRA2A	ADRAR	P08913
HGNC:282	ADRA2B	ADRARL1	P18089
HGNC:283	ADRA2C	ADRARL2	P18825
HGNC:284	ADRA2L1~withdrawn		
HGNC:285	ADRB1		P08588
HGNC:286	ADRB2	"ADRBR, BAR, B2AR"	P07550
HGNC:287	ADRB2RL1~withdrawn		
HGNC:288	ADRB3		P13945
HGNC:15759	ADRM1	"GP110, Rpn13, ARM1"	Q16186
HGNC:291	ADSL		P30566
HGNC:292	ADSS		P30520
HGNC:20093	ADSSL1	FLJ38602	Q8N142
HGNC:293	ADT~withdrawn		
HGNC:294	ADTAA~withdrawn		
HGNC:295	ADTAB~withdrawn		
HGNC:296	ADTB1~withdrawn		
HGNC:299	ADTB2~withdrawn		
HGNC:300	ADTG~withdrawn		
HGNC:21214	ADTRP	"dJ413H6.1, AIG1L"	Q96IZ2
HGNC:301	AE1~withdrawn		
HGNC:302	AE2~withdrawn		
HGNC:303	AEBP1	ACLP	Q8IUX7
HGNC:24051	AEBP2	MGC17922	Q6ZN18
HGNC:305	AEMK~withdrawn		
HGNC:25722	AEN	"FLJ12484, FLJ12562"	Q8WTP8
HGNC:306	AEPLC~withdrawn		
HGNC:307	AES	"GRG5, TLE5"	Q08117
HGNC:308	AEZ~withdrawn		
HGNC:309	AF8T		
HGNC:310	AFA		
HGNC:24017	AFAP1	"AFAP-110, AFAP"	Q8N556
HGNC:28141	AFAP1-AS1	MGC10981	
HGNC:26714	AFAP1L1	FLJ36748	Q8TED9
HGNC:25901	AFAP1L2	"FLJ14564, Em:AC005383.4, XB130"	Q8N4X5
HGNC:311	AFCP~withdrawn		
HGNC:312	AFD1		
HGNC:7137	AFDN	"AF-6, AF6"	P55196
HGNC:21236	AFDN-AS1	"HGC6.4, dJ431P23.3"	Q9Y6Z5
HGNC:7135	AFF1	"AF-4, AF4"	P51825
HGNC:53447	AFF1-AS1		
HGNC:3776	AFF2	FRAXE	P51816
HGNC:41334	AFF2-IT1		
HGNC:6473	AFF3	MLLT2-like	P51826
HGNC:17869	AFF4	"AF5Q31, MCEF"	Q9UHB7
HGNC:16411	AFG1L	AFG1	Q8WV93
HGNC:313	AFG3~withdrawn		
HGNC:314	AFG3L1P		
HGNC:315	AFG3L2	SPAX5	Q9Y4W6
HGNC:24169	AFG3L2P1		
HGNC:316	AFM	"ALB2, ALBA"	P43652
HGNC:20910	AFMID	"DKFZp686F03259, KF"	Q63HM1
HGNC:317	AFP	FETA	P02771
HGNC:25951	AFTPH	"MGC33965, FLJ20080, FLJ23793, Nbla10388"	Q6ULP2
HGNC:318	AGA	ASRG	P20933
HGNC:16922	AGAP1	"KIAA1099, GGAP1"	Q9UPQ3
HGNC:41427	AGAP1-IT1		
HGNC:16921	AGAP2		Q99490
HGNC:48633	AGAP2-AS1	"LOC100130776, PUNISHER"	
HGNC:16923	AGAP3		Q96P47
HGNC:23459	AGAP4	"Em:AC012044.1, MRIP2"	Q96P64
HGNC:23467	AGAP5	Em:AC073389.1	A6NIR3
HGNC:23466	AGAP6	bA324H6.1	Q5VW22
HGNC:23465	AGAP7P	bA109G10.1	Q5VUJ5
HGNC:23464	AGAP8~withdrawn		
HGNC:23463	AGAP9	"bA301J7.2, FLJ00312"	Q5VTM2
HGNC:23462	AGAP10~withdrawn		
HGNC:23659	AGAP10P	"bA358L16.1, bA144G6.2"	
HGNC:29421	AGAP11	KIAA1975	Q8TF27
HGNC:23661	AGAP12P	bA164N7.2	
HGNC:23499	AGAP13P	bA548K23.1	
HGNC:23660	AGAP14	bA145E20.1	A8MT82
HGNC:26504	AGBL1	"FLJ32310, CCP4"	Q96MI9
HGNC:48617	AGBL1-AS1		
HGNC:26296	AGBL2	"FLJ23598, CCP2"	Q5U5Z8
HGNC:27981	AGBL3	"MGC32955, CCP3"	Q8NEM8
HGNC:25892	AGBL4	"FLJ14442, CCP6"	Q5VU57
HGNC:41482	AGBL4-IT1		
HGNC:26147	AGBL5	"FLJ21839, CCP5"	Q8NDL9
HGNC:41133	AGBL5-AS1		
HGNC:41484	AGBL5-IT1		
HGNC:320	AGER	"RAGE, SCARJ1"	Q15109
HGNC:5175	AGFG1	"RIP, RAB"	P52594
HGNC:5177	AGFG2	RABR	O95081
HGNC:24684	AGGF1	"VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7"	Q8N302
HGNC:38051	AGGF1P1		
HGNC:38052	AGGF1P2		
HGNC:38053	AGGF1P3		
HGNC:38054	AGGF1P4		
HGNC:51741	AGGF1P5		
HGNC:51744	AGGF1P6		
HGNC:51740	AGGF1P7		
HGNC:51745	AGGF1P8		
HGNC:51746	AGGF1P9		
HGNC:51747	AGGF1P10		
HGNC:21869	AGK	FLJ10842	Q53H12
HGNC:37661	AGKP1	AGKY1	
HGNC:321	AGL		P35573
HGNC:18407	AGMAT	FLJ23384	Q9BSE5
HGNC:33784	AGMO	FLJ16237	Q6ZNB7
HGNC:322	AGMX1~withdrawn		
HGNC:323	AGMX2		
HGNC:3262	AGO1	hAGO1	Q9UL18
HGNC:3263	AGO2	"hAGO2, Q10, LINC00980"	Q9UKV8
HGNC:18421	AGO3	"hAGO3, FLJ12765"	Q9H9G7
HGNC:18424	AGO4	"hAGO4, KIAA1567, FLJ20033"	Q9HCK5
HGNC:324	AGPAT1	LPAAT-alpha	Q99943
HGNC:325	AGPAT2	LPAAT-beta	O15120
HGNC:326	AGPAT3	LPAAT-gamma	Q9NRZ7
HGNC:20885	AGPAT4	"LPAAT-delta, dJ473J16.2"	Q9NRZ5
HGNC:20988	AGPAT4-IT1	FLJ23112	Q9H0P7
HGNC:20886	AGPAT5	"FLJ11210, LPAAT-e, LPAAT-epsilon"	Q9NUQ2
HGNC:37709	AGPAT5P1		
HGNC:327	AGPS	"ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S"	O00116
HGNC:328	AGR2	"XAG-2, HAG-2, AG2, PDIA17"	O95994
HGNC:24167	AGR3	"HAG3, hAG-3, BCMP11, PDIA18"	Q8TD06
HGNC:329	AGRN		O00468
HGNC:330	AGRP	"Agrt, ART, ASIP2"	O00253
HGNC:331	AGS~withdrawn		
HGNC:332	AGS1~withdrawn		
HGNC:31917	AGS2~withdrawn		
HGNC:333	AGT		P01019
HGNC:334	AGTBP~withdrawn		
HGNC:335	AGTIL~withdrawn		
HGNC:17258	AGTPBP1	"KIAA1035, Nna1, CCP1"	Q9UPW5
HGNC:336	AGTR1	"AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B"	P30556
HGNC:337	AGTR1B~withdrawn		
HGNC:338	AGTR2	"AT2, MRX88"	P50052
HGNC:13539	AGTRAP	ATRAP	Q6RW13
HGNC:340	AGTRL2~withdrawn		
HGNC:341	AGXT	"AGXT1, PH1, AGT, SPT, AGT1"	P21549
HGNC:14412	AGXT2	AGT2	Q9BYV1
HGNC:342	AHC~withdrawn		
HGNC:24618	AHCTF1	ELYS	Q8WYP5
HGNC:24620	AHCTF1P1	ELYS-like	
HGNC:343	AHCY	SAHH	P23526
HGNC:344	AHCYL1	"XPVKONA, IRBIT, PPP1R78"	O43865
HGNC:22204	AHCYL2	KIAA0828	Q96HN2
HGNC:44993	AHCYP1		
HGNC:44994	AHCYP2		
HGNC:44995	AHCYP3		
HGNC:44996	AHCYP4		
HGNC:44997	AHCYP5		
HGNC:44998	AHCYP6		
HGNC:44999	AHCYP7		
HGNC:45000	AHCYP8		
HGNC:25230	AHDC1	"DJ159A19.3, RP1-159A19.1"	Q5TGY3
HGNC:345	AHDS~withdrawn		
HGNC:21575	AHI1	"FLJ20069, ORF1, JBTS3"	Q8N157
HGNC:347	AHNAK	MGC5395	Q09666
HGNC:20125	AHNAK2		Q8IVF2
HGNC:348	AHR	bHLHe76	P35869
HGNC:346	AHRR	"KIAA1234, bHLHe77"	A9YTQ3
HGNC:1189	AHSA1	"p38, Aha1, hAha1"	O95433
HGNC:20437	AHSA2	"DKFZp564C236, Hch1, AHA1"	Q719I0
HGNC:349	AHSG	"FETUA, A2HS, HSGA"	P02765
HGNC:18075	AHSP	EDRF	Q9NZD4
HGNC:350	AIC		
HGNC:13203	AICDA	"HIGM2, CDA2, ARP2, AID"	Q9GZX7
HGNC:25761	AIDA	FLJ12806	Q96BJ3
HGNC:351	AIED~withdrawn		
HGNC:352	AIF1	"IRT-1, AIF-1, Em:AF129756.17, IBA1"	P55008
HGNC:28904	AIF1L	"IBA2, FLJ12783"	Q9BQI0
HGNC:8768	AIFM1	"AIF, CMTX4"	O95831
HGNC:44884	AIFM1P1		
HGNC:21411	AIFM2	"FLJ14497, PRG3"	Q9BRQ8
HGNC:26398	AIFM3	"AIFL, FLJ30473"	Q96NN9
HGNC:21607	AIG1	"dJ95L4.1, AIG-1, FLJ10485"	Q9NVV5
HGNC:43926	AIG1P1		
HGNC:353	AIH1~withdrawn		
HGNC:354	AIH2~withdrawn		
HGNC:355	AIH3		
HGNC:357	AIM2	PYHIN4	O14862
HGNC:10648	AIMP1	"EMAPII, EMAP-2, p43"	Q12904
HGNC:16543	AIMP1P1	bA400P21.1	
HGNC:43693	AIMP1P2		
HGNC:20609	AIMP2	"p38, PRO0992, JTV-1, JTV1"	Q13155
HGNC:358	AIP	"XAP2, ARA9, FKBP16"	O00170
HGNC:359	AIPL1		Q9NZN9
HGNC:360	AIRE	"PGA1, APS1"	O43918
HGNC:34515	AIRN	"AIR, NCRNA00088, IGF2RAS, IGF2R-AS1"	
HGNC:16304	AIS1		
HGNC:23054	AIS2		
HGNC:23083	AIS3		
HGNC:30801	AJAP1	"SHREW1, SHREW-1, MOT8"	Q9UKB5
HGNC:20250	AJUBA	MGC15563	Q96IF1
HGNC:361	AK1		P00568
HGNC:362	AK2		P54819
HGNC:24037	AK2P1	AK2B	
HGNC:33542	AK2P2		
HGNC:17376	AK3	AKL3L1	Q9UIJ7
HGNC:31099	AK3P2	HsT26053	
HGNC:39062	AK3P3		
HGNC:39063	AK3P4		
HGNC:39064	AK3P5		
HGNC:39065	AK3P6		
HGNC:363	AK4		P27144
HGNC:364	AK4P1		
HGNC:39066	AK4P2		
HGNC:21596	AK4P3	AK3L2P	
HGNC:39067	AK4P4		
HGNC:39068	AK4P5		
HGNC:39069	AK4P6		
HGNC:365	AK5		Q9Y6K8
HGNC:49151	AK6	CINAP	Q9Y3D8
HGNC:366	AK6~withdrawn		
HGNC:51678	AK6P1		
HGNC:51679	AK6P2		
HGNC:20091	AK7	FLJ32864	Q96M32
HGNC:26526	AK8	FLJ32704	Q96MA6
HGNC:33814	AK9	"FLJ42177, FLJ25791, dJ70A9.1, MGC26954"	Q5TCS8
HGNC:28285	AKAIN1		P0CW23
HGNC:367	AKAP1	"AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17"	Q92667
HGNC:372	AKAP2	"AKAP-KL, KIAA0920, DKFZp564L0716, MISP2"	Q9Y2D5
HGNC:373	AKAP3	"FSP95, SOB1, AKAP110, CT82"	O75969
HGNC:374	AKAP4	"p82, hAKAP82, AKAP82, Fsc1, HI, CT99"	Q5JQC9
HGNC:375	AKAP5	"AKAP75, AKAP79"	P24588
HGNC:376	AKAP6	"KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6"	Q13023
HGNC:377	AKAP7	"AKAP18, AKAP15"	"O43687, Q9P0M2"
HGNC:378	AKAP8	"AKAP95, DKFZp586B1222"	O43823
HGNC:29857	AKAP8L	"NAKAP95, HAP95"	Q9ULX6
HGNC:49758	AKAP8P1		
HGNC:379	AKAP9	"KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11"	Q99996
HGNC:368	AKAP10	"D-AKAP2, PRKA10, MGC9414"	O43572
HGNC:369	AKAP11	"KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44"	Q9UKA4
HGNC:39939	AKAP11-IT1~withdrawn		
HGNC:370	AKAP12	"AKAP250, SSeCKS"	Q02952
HGNC:371	AKAP13	"Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13"	Q12802
HGNC:24061	AKAP14	AKAP28	Q86UN6
HGNC:18783	AKAP17A	"XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133"	Q02040
HGNC:38514	AKAP17BP		
HGNC:21618	AKD2~withdrawn		
HGNC:1170	AKIP1	BCA3	Q9NQ31
HGNC:25744	AKIRIN1	FLJ12666	Q9H9L7
HGNC:50794	AKIRIN1P1		
HGNC:50797	AKIRIN1P2		
HGNC:21407	AKIRIN2	"FLJ10342, dJ486L4.2"	Q53H80
HGNC:28822	AKIRIN2-AS1~withdrawn		
HGNC:50796	AKIRIN2P1		
HGNC:24108	AKNA	KIAA1968	Q7Z591
HGNC:28398	AKNAD1	MGC26989	Q5T1N1
HGNC:380	AKR1A1	"ALR, DD3"	P14550
HGNC:381	AKR1B1	AR	P15121
HGNC:420	AKR1B1P1		
HGNC:425	AKR1B1P2		
HGNC:422	AKR1B1P3		
HGNC:423	AKR1B1P4		
HGNC:20002	AKR1B1P5		
HGNC:33498	AKR1B1P6		
HGNC:33497	AKR1B1P7		
HGNC:33496	AKR1B1P8		
HGNC:382	AKR1B10	"AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn"	O60218
HGNC:45062	AKR1B10P1		
HGNC:45063	AKR1B10P2		
HGNC:383	AKR1B11~withdrawn		
HGNC:37281	AKR1B15		C9JRZ8
HGNC:384	AKR1C1	"DDH, MBAB, DD1, HAKRC"	Q04828
HGNC:385	AKR1C2	"DD, BABP, DD2, HAKRD, MCDR2"	P52895
HGNC:386	AKR1C3	"KIAA0119, DDX, HAKRB, PGFS"	P42330
HGNC:387	AKR1C4	"DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581"	P17516
HGNC:44679	AKR1C5P		
HGNC:44680	AKR1C6P	TAKR	
HGNC:44681	AKR1C7P		
HGNC:23469	AKR1C8P		Q5T2L2
HGNC:388	AKR1D1		P51857
HGNC:11288	AKR1D1P1		
HGNC:23437	AKR1E2	MGC10612	Q96JD6
HGNC:389	AKR7A2	AFAR	O43488
HGNC:24062	AKR7A2P1	AFARP1	
HGNC:390	AKR7A3		O95154
HGNC:24056	AKR7L	AFAR3	Q8NHP1
HGNC:391	AKT1	"RAC, PKB, PRKBA, AKT"	P31749
HGNC:28426	AKT1S1	"PRAS40, MGC2865, Lobe"	Q96B36
HGNC:392	AKT2		P31751
HGNC:393	AKT3	"PKBG, RAC-gamma, PRKBG"	Q9Y243
HGNC:41304	AKT3-IT1		
HGNC:16710	AKTIP	FLJ13258	Q9H8T0
HGNC:394	AKU~withdrawn		
HGNC:395	ALAD	"ALADH, PBGS"	P13716
HGNC:396	ALAS1		P13196
HGNC:397	ALAS2		P22557
HGNC:398	ALAS3~withdrawn		
HGNC:399	ALB		P02768
HGNC:400	ALCAM	"CD166, MEMD"	Q13740
HGNC:401	ALD~withdrawn		
HGNC:402	ALDH1A1	RALDH1	P00352
HGNC:15472	ALDH1A2	RALDH2	O94788
HGNC:409	ALDH1A3	RALDH3	P47895
HGNC:407	ALDH1B1	ALDHX	P30837
HGNC:3978	ALDH1L1	10-fTHF	O75891
HGNC:40244	ALDH1L1-AS1		
HGNC:42446	ALDH1L1-AS2		
HGNC:26777	ALDH1L2	"FLJ38508, mtFDH"	Q3SY69
HGNC:404	ALDH2		P05091
HGNC:405	ALDH3A1		P30838
HGNC:403	ALDH3A2	FALDH	P51648
HGNC:410	ALDH3B1		P43353
HGNC:411	ALDH3B2		P48448
HGNC:406	ALDH4A1	P5CDh	P30038
HGNC:408	ALDH5A1	"SSADH, SSDH"	P51649
HGNC:7179	ALDH6A1		Q02252
HGNC:877	ALDH7A1	"EPD, PDE"	P49419
HGNC:878	ALDH7A1P1		
HGNC:879	ALDH7A1P2		
HGNC:880	ALDH7A1P3		
HGNC:881	ALDH7A1P4		
HGNC:15471	ALDH8A1	ALDH12	Q9H2A2
HGNC:412	ALDH9A1	E3	P49189
HGNC:28114	ALDH16A1	MGC10204	Q8IZ83
HGNC:9722	ALDH18A1	P5CS	P54886
HGNC:413	ALDL1~withdrawn		
HGNC:414	ALDOA		P04075
HGNC:415	ALDOAP1		
HGNC:416	ALDOAP2		
HGNC:417	ALDOB		P05062
HGNC:418	ALDOC		P09972
HGNC:419	ALDR1~withdrawn		
HGNC:421	ALDRL2~withdrawn		
HGNC:424	ALDRL5~withdrawn		
HGNC:426	ALFN1~withdrawn		
HGNC:18294	ALG1	"HMT-1, HMAT1, CDG1K, Mat-1"	Q9BT22
HGNC:33721	ALG1L	ALG1L1	Q6GMV1
HGNC:37258	ALG1L2		C9J202
HGNC:44372	ALG1L3P		
HGNC:44374	ALG1L5P		
HGNC:44375	ALG1L6P		
HGNC:44376	ALG1L7P		
HGNC:44377	ALG1L8P		
HGNC:44378	ALG1L9P		
HGNC:44379	ALG1L10P		
HGNC:44380	ALG1L11P		
HGNC:44381	ALG1L12P		
HGNC:44382	ALG1L13P		
HGNC:44383	ALG1L14P		
HGNC:44384	ALG1L15P		
HGNC:23159	ALG2	"CDGIi, FLJ14511, hALPG2, NET38, CDG1I"	Q9H553
HGNC:23056	ALG3	"NOT56L, Not56, CDGS4, D16Ertd36e"	Q92685
HGNC:45159	ALG3P1		
HGNC:20266	ALG5	bA421P11.2	Q9Y673
HGNC:23157	ALG6		Q9Y672
HGNC:23161	ALG8	MGC2840	Q9BVK2
HGNC:15672	ALG9		Q9H6U8
HGNC:41409	ALG9-IT1		
HGNC:23162	ALG10	"FLJ14751, DIE2, ALG10A"	Q5BKT4
HGNC:31088	ALG10B	KCR1	Q5I7T1
HGNC:32456	ALG11	"KIAA0266, CDG1P"	Q2TAA5
HGNC:19358	ALG12	"ECM39, CDG1G"	Q9BV10
HGNC:30881	ALG13	"MDS031, YGL047W, FLJ23018, TDRD13, CDG1S"	Q9NP73
HGNC:41277	ALG13-AS1		
HGNC:28287	ALG14	MGC19780	Q96F25
HGNC:427	ALK	CD246	Q9UM73
HGNC:33775	ALKAL1	"UNQ9433, AUGB"	Q6UXT8
HGNC:27683	ALKAL2	AUGA	Q6UX46
HGNC:17911	ALKBH1	"hABH, alkB, ABH"	Q13686
HGNC:32487	ALKBH2	"MGC90512, ABH2"	Q6NS38
HGNC:30141	ALKBH3	DEPC-1	Q96Q83
HGNC:48670	ALKBH3-AS1		
HGNC:21900	ALKBH4	FLJ20013	Q9NXW9
HGNC:25996	ALKBH5	FLJ20308	Q6P6C2
HGNC:28243	ALKBH6	MGC15677	Q3KRA9
HGNC:21306	ALKBH7	MGC10974	Q9BT30
HGNC:25189	ALKBH8	"MGC10235, TRM9"	Q96BT7
HGNC:17377	ALLC	ALC	Q8N6M5
HGNC:428	ALMS1	KIAA0328	Q8TCU4
HGNC:41305	ALMS1-IT1		
HGNC:29586	ALMS1P1		
HGNC:435	ALOX5	5-LOX	P09917
HGNC:436	ALOX5AP	FLAP	P20292
HGNC:429	ALOX12	12S-LOX	P18054
HGNC:51342	ALOX12-AS1		
HGNC:430	ALOX12B	12R-LOX	O75342
HGNC:431	ALOX12P1		
HGNC:432	ALOX12P2		
HGNC:433	ALOX15	15-LOX-1	P16050
HGNC:434	ALOX15B	15-LOX-2	O15296
HGNC:13742	ALOX15P1		
HGNC:39027	ALOX15P2		
HGNC:13743	ALOXE3	"eLOX3, E-LOX"	Q9BYJ1
HGNC:44238	ALOXE3P1		
HGNC:437	ALPI		P09923
HGNC:20917	ALPK1	"Lak, FLJ22670, KIAA1527"	Q96QP1
HGNC:20565	ALPK2	HAK	Q86TB3
HGNC:17574	ALPK3	"MAK, KIAA1330, Midori"	Q96L96
HGNC:438	ALPL	TNSALP	P05186
HGNC:439	ALPP		P05187
HGNC:440	ALPPL1~withdrawn		
HGNC:441	ALPPL2		P10696
HGNC:14016	ALPPP		
HGNC:442	ALS1~withdrawn		
HGNC:443	ALS2		Q96Q42
HGNC:20605	ALS2CL	"FLJ36525, RN49018, DKFZp686I0110"	Q60I27
HGNC:13204	ALS2CR1~withdrawn		
HGNC:14433	ALS2CR6~withdrawn		
HGNC:14439	ALS2CR12		Q96Q35
HGNC:14441	ALS2CR14~withdrawn		
HGNC:14443	ALS2CR16~withdrawn		
HGNC:14444	ALS2CR17~withdrawn		
HGNC:14445	ALS2CR18~withdrawn		
HGNC:444	ALS3		
HGNC:446	ALS5		
HGNC:34540	ALS6~withdrawn		
HGNC:34539	ALS7		
HGNC:448	ALUNC~withdrawn		
HGNC:1494	ALX1		Q15699
HGNC:449	ALX3		O95076
HGNC:450	ALX4	"FPP, PFM, KIAA1788"	Q9H161
HGNC:19071	ALYREF	"ALY, BEF, ALY/REF, REF"	Q86V81
HGNC:451	AMACR	"RACE, P504S"	Q9UHK6
HGNC:452	AMBN		Q9NP70
HGNC:453	AMBP	"UTI, HCP, EDC1, HI30, IATIL, ITILC"	P02760
HGNC:25990	AMBRA1	"FLJ20294, KIAA1736, WDR94, DCAF3"	Q9C0C7
HGNC:454	AMCD1~withdrawn		
HGNC:455	AMCD2B~withdrawn		
HGNC:456	AMCN	"AMC, AMCN1, AMC1"	
HGNC:457	AMD1	SAMDC	P17707
HGNC:44898	AMD1P1		
HGNC:460	AMD1P2	"AMDPX, AMDPY"	
HGNC:51608	AMD1P3		
HGNC:51609	AMD1P4		
HGNC:458	AMD2~withdrawn		
HGNC:28577	AMDHD1	MGC35366	Q96NU7
HGNC:24262	AMDHD2	CGI-14	Q9Y303
HGNC:459	AMDM~withdrawn		
HGNC:461	AMELX		Q99217
HGNC:462	AMELY		Q99218
HGNC:26837	AMER1	"RP11-403E24.2, FLJ39827, WTX"	Q5JTC6
HGNC:26360	AMER2	FLJ25477	Q8N7J2
HGNC:26771	AMER3	FLJ38377	Q8N944
HGNC:463	AMFR	"RNF45, gp78"	Q9UKV5
HGNC:464	AMH	MIS	P03971
HGNC:465	AMHR2	"MISR2, MISRII"	Q16671
HGNC:20824	AMIGO1	"AMIGO, KIAA1163"	Q86WK6
HGNC:24073	AMIGO2	"ALI1, DEGA"	Q86SJ2
HGNC:24075	AMIGO3		Q86WK7
HGNC:466	AMLCR2		
HGNC:467	AMMECR1		Q9Y4X0
HGNC:41306	AMMECR1-IT1		
HGNC:28658	AMMECR1L	MGC4268	Q6DCA0
HGNC:39809	AMMECR1LP1		
HGNC:14604	AMN	amnionless	Q9BXJ7
HGNC:27281	AMN1		Q8IY45
HGNC:17810	AMOT	KIAA1071	Q4VCS5
HGNC:17811	AMOTL1	JEAP	Q8IY63
HGNC:17812	AMOTL2	LCCP	Q9Y2J4
HGNC:468	AMPD1	"MAD, MADA"	P23109
HGNC:469	AMPD2	SPG63	Q01433
HGNC:470	AMPD3		Q01432
HGNC:471	AMPH		P49418
HGNC:472	AMPHL~withdrawn		
HGNC:473	AMT	"GCST, NKH"	P48728
HGNC:33188	AMTN	"UNQ689, RSTI689"	Q6UX39
HGNC:474	AMY1A		P04745
HGNC:475	AMY1B		P04745
HGNC:476	AMY1C		P04745
HGNC:477	AMY2A		P04746
HGNC:478	AMY2B		P19961
HGNC:479	AMYP1		
