Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
MAP9,-1.051269734,4.989660171,-4.098768012,0.001311621,0.371569414,-0.864380273,-2.072352949,43.57561939,69.03400022,52.27232727,43.14883051,27.27170205,26.41586048,24.80420982,26.45079719,27.80214606,27.80214606,13.43277974,11
KLK7,-0.77535806,5.23067219,-4.092414336,0.001327137,0.373377959,-0.873723429,-1.711614802,57.64662551,48.25776979,61.47181988,47.5193302,22.47632177,27.78902491,32.90247097,35.57805153,28.26198325,40.49782252,30.75745837,11
LOC100129129,1.587185405,3.038061522,4.084455357,0.001346841,0.373377959,-0.885435302,3.004625963,3.58513683,4.538224189,3.08886866,13.26531368,16.41031915,15.19350725,23.11088625,4.807227919,11.55428364,7.854856521,6.85090282,9
CEP170 ,-0.730664554,2.081529391,-4.080862481,0.001355834,0.373377959,-0.890725269,-1.659403293,5.354172662,6.848430624,6.243384418,3.999219629,3.444491481,3.924769267,3.351304179,5.826236899,3.151672156,2.802959601,3.658076217,3
DPY30 ,-0.63841942,4.672477581,-4.080621965,0.001356438,0.373377959,-0.891079457,-1.556622829,27.85859351,40.39380121,38.69929323,24.93995972,16.48236368,24.93995972,26.48348967,24.6748849,20.89130679,19.8924401,24.45924357,11
SLC6A8,1.072357511,4.135927255,4.075183077,0.001370176,0.373377959,-0.899091053,2.10286686,11.93675667,14.7009796,6.117377352,28.36346467,23.03932447,33.372263,18.1667416,21.46390357,17.15865345,19.39859085,16.32180181,6
C11orf87,-1.114382548,0.994169113,-4.071536245,0.001379467,0.373377959,-0.904465247,-2.165023295,2.283947674,4.873245937,3.830346248,1.664337895,1.478049066,3.15438662,1.276055322,1.8754454,1.446875397,1.304067805,1.311381159,8
STAT5B,0.629612143,3.091119768,4.067994352,0.001388553,0.373985829,-0.909686588,1.547148999,5.297463111,8.2322151,5.47583042,9.814208038,10.71226736,7.994983512,8.202327858,9.766218287,8.696415356,12.02980719,10.22977557,6
SMCR8,0.552942673,3.363311824,4.057894972,0.0014148,0.377152553,-0.924584414,1.467075047,7.816856998,7.819049282,7.727133096,12.94126428,13.54278579,11.02293985,12.75533885,13.40784505,9.437821126,10.24798265,9.084215156,10
LASP1,0.579955277,4.739659726,4.052199594,0.001429826,0.377660682,-0.932992079,1.49480291,28.34408984,16.8752243,16.58504934,29.72257294,29.20159367,32.91772746,29.13704625,29.72257294,30.67782532,26.72505684,30.75745837,11
G3BP2,-0.781938626,5.482165848,-4.049128831,0.001437996,0.377992496,-0.937527092,-1.719439824,49.4847103,64.11421437,91.84072907,31.50106913,41.53130212,38.8675438,50.84834666,46.84772705,36.35917528,29.23328395,37.93624727,11
VGLL3,-0.784129927,1.13792493,-4.039940759,0.001462729,0.381335718,-0.951104177,-1.722053456,2.504053599,5.112146411,2.725288806,2.08494732,2.178669943,1.436094874,2.122543969,2.016052113,1.814023494,1.710167076,1.940331393,5
STXBP3,-0.497781898,4.186419145,-4.039228569,0.001464664,0.381335718,-0.952157057,-1.41204092,21.25904675,25.20685572,23.91058897,18.99905243,14.55264917,16.97105965,14.70089376,21.13075104,16.612832,14.80287654,15.86831991,11
NAV1,0.489377629,2.88183397,4.022990035,0.001509511,0.390647585,-0.976182567,1.403839136,6.079440384,5.560823083,5.651100842,6.916956631,7.911322693,8.276887348,7.491296522,6.916956631,8.099991741,9.814208038,9.788684472,9
SAFB2,0.362629844,5.214469238,4.021136287,0.001514719,0.390647585,-0.978927554,1.285767549,33.08624881,30.31046254,29.493222,42.27858502,39.47942146,40.10409971,33.65581536,39.76061755,41.67951497,42.40130157,39.47942146,11
SSR1,0.737177149,6.008109359,4.004800452,0.001561426,0.39707416,-1.003137506,1.666911082,45.10182812,40.31107833,48.09193574,102.8483467,105.7008524,62.82611152,68.73266639,79.8804706,61.96478025,58.63363558,65.89161118,11
ARGLU1,-0.842546587,1.03216158,-3.99951465,0.001576853,0.39807515,-1.010978884,-1.793212656,2.443180598,3.969901966,3.15339153,1.70121647,2.043186984,1.856712989,2.321842777,2.351737696,1.260022177,1.395413864,1.381016684,6
TNPO1,0.738703601,5.305124471,3.993046671,0.001595944,0.400267243,-1.020579116,1.668675701,21.41768702,31.90890049,29.59001845,58.12107394,54.57329816,49.07000545,30.21200383,38.85242564,42.61234983,48.9382144,47.89351442,11
KPNA3,-0.869204221,2.581048097,-3.98514288,0.001619596,0.400887754,-1.032318098,-1.826655054,5.744821413,10.17753405,13.64226865,5.579985452,4.601634642,5.876271192,4.071930509,5.189811905,5.284118861,6.353827371,4.123720104,10
AAK1,0.478399818,4.613416256,3.984871409,0.001620415,0.400887754,-1.032721444,1.393197528,20.265063,17.5636231,19.98749845,29.08816815,24.57747846,26.63929074,27.05405213,30.84836746,24.57747846,31.59198902,21.53117673,11
DENND1B,-0.941987364,3.041931608,-3.980981005,0.001632195,0.401765031,-1.03850281,-1.921172901,7.200188576,16.36475773,19.70493316,8.288823132,6.697621506,6.620306349,7.200188576,7.334804093,6.046749296,5.660916308,7.666165365,9
ANKRD6,-0.764465908,2.58188369,-3.978858951,0.001638658,0.401765031,-1.041657155,-1.698741001,7.030577419,7.916759589,12.25266325,7.048772252,3.900682532,4.935750389,5.943230648,4.767684956,5.052401377,4.388657047,6.094427985,7
TRIM35,0.422250347,2.143897685,3.97319944,0.001656022,0.403529797,-1.050072707,1.340016112,3.802304496,3.411388771,3.514175697,5.205128875,4.009028574,4.946995957,4.423970199,4.42141996,5.618870977,5.075516128,4.786693447,6
FAM175B,-0.432824789,0.691864039,-3.96225516,0.001690139,0.403529797,-1.066358592,-1.349874037,2.283947674,1.966263917,1.80619109,1.650967069,1.268682401,1.457595906,1.556578286,1.556578286,1.330092504,1.4613342,1.675701518,4
APOOL,-0.608607241,3.687209331,-3.958913123,0.0017007,0.403823818,-1.071334928,-1.524786489,15.52105536,14.7586859,23.42295546,12.41125859,12.41125859,11.98864617,12.41125859,11.22695855,11.23515128,8.415532193,12.41125859,11
CERS1 ,0.740888279,3.706601959,3.945004347,0.001745386,0.403823818,-1.092060969,1.671204496,9.035681904,8.436633763,9.5203948,13.01221352,21.67952427,16.45926533,13.01221352,12.67354889,13.01221352,21.31444253,12.18739924,5
S100A11,0.501255565,1.334757767,3.943712948,0.001749596,0.403823818,-1.093986614,1.415444876,2.167624144,1.930145775,1.797261534,3.120696011,2.787468738,2.549550748,2.502907061,2.706718478,3.310282435,2.208300397,3.183478054,3
ANKRD13C,-0.552061405,0.909335597,-3.942026756,0.001755108,0.403823818,-1.096501272,-1.46617916,3.127421538,2.066039287,2.363071076,1.979830928,1.846785102,1.795553813,1.756614812,1.397055823,1.460346109,1.833257903,1.557743182,3
SC5D,-0.673661257,4.748792196,-3.930111622,0.001794571,0.406063337,-1.114281073,-1.595115904,33.00448761,39.03749797,41.7818361,22.16677598,26.84858754,21.75583829,26.84858754,32.30289736,18.9941704,17.34047164,26.65209743,11
AQP4,2.43955566,6.122590512,3.928331599,0.001800544,0.406063337,-1.116938799,5.42474627,93.30289212,4.57386684,19.80565321,105.895297,134.668243,84.84834666,91.2688005,104.035042,79.4847103,136.7947953,177.9545692,11
CLCN5,-0.663122173,3.536653648,-3.927997771,0.001801667,0.406063337,-1.117437278,-1.583505823,17.50005819,14.66672848,16.5988334,7.474501319,9.777897744,10.8734304,10.52098932,15.31127249,8.923931338,9.449000305,11.17821871,9
ATP1B2,1.205096889,3.683500379,3.912755973,0.001853688,0.406063337,-1.140211819,2.305527524,15.1123371,4.090844304,5.544838034,19.88906998,22.03469514,13.02583008,14.55402356,14.55839656,13.07959552,18.20816852,15.95025235,10
CDK7,-0.876043145,1.698748343,-3.906101146,0.001876882,0.406063337,-1.150164831,-1.835334651,4.186691192,4.241840765,7.245628894,1.979830928,3.593380377,3.700946721,3.265426059,2.648104943,1.9812131,2.567336041,2.830621551,6
UQCRB,-0.983443792,5.365647775,-3.899838109,0.001898982,0.406063337,-1.159536984,-1.977179416,60.03016485,55.00766033,93.92664097,40.83959962,29.74656931,32.59346424,53.9116017,42.87185194,28.85945575,20.17398571,35.42138043,11
RDX,-1.251513206,5.273738336,-3.89849223,0.001903766,0.406063337,-1.161551633,-2.380910196,60.63901978,62.66340866,101.1297323,36.9334499,36.75743762,22.21643597,40.78459715,48.36381815,21.77724477,14.98289852,38.93925576,11
DYNLT1,0.540975894,2.672713709,3.896653854,0.00191032,0.406063337,-1.164303868,1.454956373,4.602547985,4.080864663,6.090338677,6.32462996,6.619155396,5.753537841,7.360924422,7.189952495,7.12988161,8.361139881,8.148283668,10
STYK1,-1.49855092,1.796021149,-3.88959881,0.001935689,0.406063337,-1.17486991,-2.825587606,3.861720371,8.027416581,13.02715029,2.331860123,2.136552477,1.847754505,4.248707603,3.073783553,2.299768223,1.556578286,5.095268638,5
TMEM14A,-0.860279445,5.453701807,-3.887074742,0.001944849,0.406063337,-1.178651607,-1.815389912,54.03016485,59.93446165,95.47636319,37.3472857,31.72128687,38.31790288,50.01597634,54.18558668,31.66134748,26.1472814,36.37787584,11
MGEA5,-0.461269092,0.7603832,-3.881086086,0.00196676,0.406063337,-1.187627311,-1.37675237,2.283947674,1.96305811,2.177876905,1.331731059,1.982125941,1.624553048,1.470503165,1.524307316,1.450545186,1.407495194,1.71960492,3
KLF15,0.504727297,3.633992493,3.876787254,0.001982644,0.406063337,-1.194073071,1.418855134,8.356760065,9.80855206,10.8812349,16.62774626,13.19690546,12.46381638,12.56494868,11.58294233,12.46381638,15.91382639,15.33434963,3
PTCRA,0.577455435,2.810794619,3.87518893,0.001988583,0.406063337,-1.196470214,1.49221502,5.925468652,3.890397864,6.257707061,9.185096223,7.319424467,6.963040245,7.997899102,9.254341166,6.688143264,7.927515814,7.659718354,5
NCOA1,0.367574894,3.385695154,3.875125281,0.00198882,0.406063337,-1.196565681,1.290182268,8.03386876,9.143168227,8.915494489,10.86279396,10.95055477,13.43020502,11.66866949,10.95055477,10.95055477,10.95055477,10.1437114,4
SLCO4A1,1.224533814,2.60216875,3.872705725,0.001997846,0.406063337,-1.200195113,2.336799272,2.799591219,3.613835076,3.47267947,4.42369975,9.076787167,6.510542197,5.817894643,5.895696195,6.848430624,12.5930767,15.22484437,4
STMN2,-1.893521308,7.872044765,-3.872469084,0.001998731,0.406063337,-1.200550122,-3.715409705,383.9457099,573.313792,1023.654976,47.5819985,205.5756194,108.0592653,245.0301648,378.0788489,159.479908,177.3938012,186.8956351,11
LANCL1,-0.585930064,6.212198315,-3.864505196,0.002028753,0.406063337,-1.212501585,-1.501006333,78.87217205,114.7821266,109.1969799,62.39193375,76.10508837,82.21198303,67.40548562,71.44851475,66.28909818,59.94242228,50.3834084,11
WRB,-0.862762903,3.541531728,-3.863577412,0.002032281,0.406063337,-1.213894422,-1.818517619,14.07674747,20.65387219,20.02047739,6.511383253,15.30773411,12.50182722,9.163830729,11.59329505,9.814208038,7.943603598,8.881522512,10
KPNA4,-1.058999411,3.188642079,-3.859866036,0.002046454,0.406063337,-1.219467179,-2.083486008,9.783099251,21.03794661,18.26812721,10.34283203,8.10364274,7.727133096,7.200188576,9.207518515,3.842584349,8.10364274,7.200188576,11
KCNA1,-0.780727133,6.623850245,-3.85728924,0.002056354,0.406063337,-1.223337312,-1.717996542,101.1562137,166.6665285,185.2967374,109.8080888,86.1194235,84.84834666,100.0923119,97.38659523,57.96719934,75.90036078,79.86198439,11
IRAK1,0.589126129,4.014812826,3.849623442,0.002086098,0.406063337,-1.234855463,1.504335264,10.86489573,10.88065409,14.65962783,16.73371058,21.05119367,19.44086226,20.81799139,14.84947347,13.69699201,20.58558274,19.03898106,4
C12orf75,-0.788450166,1.119503753,-3.827992321,0.002172423,0.415498813,-1.267395116,-1.727217979,2.546415889,3.345899848,3.966602525,3.027160777,1.390744586,2.03621631,1.669254082,2.022476372,1.757200267,1.497005187,1.979830928,3
NKAIN2,-0.654412493,3.648826189,-3.824801317,0.002185464,0.415498813,-1.272200051,-1.573974854,19.17253022,17.07910565,16.21388913,17.7124488,9.515578796,11.60068776,11.23515128,9.825583736,9.814208038,9.192206533,11.69568924,10
C1orf109,-0.614162616,3.109883621,-3.817836095,0.002214207,0.415498813,-1.282692285,-1.530669292,8.857237695,11.23515128,16.36835624,8.264967868,6.725507448,7.26423225,7.855614763,8.931548894,7.619866816,6.525841464,8.652103076,11
ACYP2 ,-1.000662152,2.488025899,-3.814083153,0.002229855,0.415498813,-1.288347985,-2.000918148,5.195415357,11.14893628,13.84475212,4.044387699,4.59658581,6.303795626,5.195415357,6.116007614,4.373747087,3.532237337,3.755378184,7
CROT,-0.613140283,0.746276678,-3.812363906,0.002237061,0.415498813,-1.290939448,-1.529585003,1.657005057,3.034342275,2.372863011,1.70121647,1.441689233,1.555092667,1.746845425,1.343752148,1.39973186,1.245323237,1.589348558,4
C6orf203,-0.389647734,0.737322835,-3.810488985,0.002244946,0.415498813,-1.293765957,-1.310073482,1.8218044,1.943929716,2.358328821,1.383667116,1.523177708,1.691330108,1.642107455,1.43508761,1.642107455,1.460961653,1.642107455,6
THSD7A,-0.574652551,4.007349691,-3.801718612,0.002282212,0.415498813,-1.306993026,-1.489318742,27.17818499,15.24683806,23.93452168,15.37802849,16.04643431,14.81624513,12.88307661,14.16425062,15.81599316,14.1388206,12.57453306,7
STK4,0.317217301,3.704030676,3.800741567,0.002286402,0.415498813,-1.308467112,1.245925064,10.47028566,11.35655485,11.52184075,13.28781456,14.01921594,13.1091133,13.93562546,13.28781456,15.35121805,13.1091133,14.77385857,3
NAV2,0.542681668,4.655848217,3.787670247,0.002343226,0.41856675,-1.328198627,1.456677661,25.30039914,17.82576605,15.63309487,32.54201911,25.97521825,26.81918112,27.51504163,23.77568686,33.08661567,26.8529038,28.12114843,11
SLC2A14 ,-0.678178453,2.849502817,-3.784696742,0.002356353,0.41856675,-1.332689946,-1.60011817,8.084032003,10.57362073,12.21598184,7.319647586,7.018410631,4.738814816,5.608894929,8.871388072,5.284118861,6.301959754,6.473633754,11
HLA-DRB1 ,0.850510583,2.972784835,3.784345917,0.002357907,0.41856675,-1.333219915,1.80313896,4.809904881,5.311777542,5.232469358,7.612092859,14.06473536,7.125695088,14.82718862,7.612092859,7.221830457,9.378912805,8.952881786,3
ASAP3,0.43311603,5.031819317,3.778743367,0.002382861,0.418916227,-1.341685219,1.350146567,27.54600885,29.83401938,22.128284,32.12107918,37.27550816,40.63400735,40.36760594,34.00036579,32.12107918,35.63166604,33.04073008,8
TNS3,1.702916143,3.84176436,3.771644857,0.002414867,0.420284897,-1.352415977,3.255583503,13.35443526,2.223056985,7.558226133,15.99532696,22.02468245,25.66723221,12.58658715,12.52574268,33.97269652,17.16479249,28.22224276,9
CYP4V2,0.459294573,0.852375697,3.770729146,0.002419028,0.420284897,-1.353800665,1.374869391,1.433667769,1.539024652,1.331731059,2.116439614,1.899141471,2.209644246,1.719951824,1.577654351,1.876612658,2.160771117,2.314139019,7
B3GALT4,-0.579395851,2.34417371,-3.756730863,0.00248355,0.424054029,-1.374979742,-1.49422339,5.195415357,6.803746333,8.89558254,4.154462565,4.83797133,4.91471805,4.91471805,4.67054123,4.783734496,3.451291139,4.91471805,3
TYRP1,-1.852191014,4.693781474,-3.754413912,0.002494398,0.424054029,-1.378487338,-3.610480909,59.56532588,61.8004297,77.52247041,18.09170279,24.36824661,52.17582826,25.7581413,22.05562715,5.284118861,15.91382639,11.12480381,11
PPP2R2A,-0.594485833,4.85597505,-3.752147401,0.002505056,0.424054029,-1.381919146,-1.509934359,43.57561939,33.1543942,41.30967185,36.56102916,23.46496335,23.30276729,30.01247964,28.41134102,24.57747846,22.46628007,21.38904168,10
NT5DC1,-0.803117348,3.272766683,-3.750482981,0.002512913,0.424054029,-1.384439665,-1.744867332,12.59480127,14.98504618,16.11517558,10.71713462,9.56048026,6.156675893,9.808098211,12.09378414,6.548316392,7.759469003,5.944461719,11
ALKBH6,-0.381945143,6.189452843,-3.737916322,0.00257305,0.427850077,-1.403479836,-1.303097599,74.09308432,100.3938012,93.11231066,65.51376332,66.95580123,64.07052791,74.84834666,70.64788276,70.64788276,62.05143294,69.32941294,11
INPP5K,0.392602825,1.955390806,3.725502991,0.002633897,0.427850077,-1.422304531,1.312759672,3.164975011,3.300147588,3.084121886,4.183420206,4.444938838,4.163929702,4.796441917,3.473232361,4.677709227,3.735103483,4.111680936,8
H1F0,0.526284495,2.610877102,3.724881964,0.002636979,0.427850077,-1.423246749,1.440215297,4.559598407,5.276734218,4.274696945,7.612092859,8.583478061,7.834075974,6.280929852,6.778571309,5.278222632,6.139775603,6.085845618,8
ASAH2B,-0.533888077,1.500618773,-3.723898346,0.002641869,0.427850077,-1.424739171,-1.447825847,2.772367015,4.204148666,4.358316862,2.706718478,2.521984284,2.716662563,2.275907599,3.073783553,2.299768223,2.261660766,2.716662563,7
LOC102724316 ,0.561549638,2.089972357,3.723865642,0.002642031,0.427850077,-1.424788793,1.475853621,2.716662563,3.190649954,3.80799647,6.435714898,4.44611494,4.261887333,5.565193735,4.578649157,4.155063332,4.886823621,3.999219629,10
SHC1,0.746268359,5.464231321,3.719419524,0.00266425,0.427850077,-1.431536095,1.677448366,23.68219915,33.21198422,35.38605247,66.48881295,48.75926254,74.7566253,48.04466284,35.79030212,46.76017444,43.59555117,52.4976261,11
ANAPC7,-0.528591688,2.380663454,-3.71914745,0.002665616,0.427850077,-1.431949056,-1.442520367,5.263776672,6.848430624,8.71445003,5.407013762,5.337527573,4.744967212,4.642736066,4.333482819,4.946995957,4.551234099,3.921218805,5
CAMK2D,-0.713261232,6.496251555,-3.718914211,0.002666787,0.427850077,-1.432303078,-1.639506058,96.51978465,144.8483467,154.751415,103.1024652,69.89443559,91.01491771,60.57561939,70.95894599,104.6444543,66.75045025,76.16723087,11
EPS15,-0.778652945,3.986094573,-3.714516355,0.002688974,0.427850077,-1.438979445,-1.715528323,17.34047164,23.66219342,31.48471554,15.24085941,14.44278752,15.24085941,14.83488913,16.36661445,8.747522637,10.78490047,15.93838681,10
TUBA1A,-0.982959015,11.08930484,-3.708947035,0.002717341,0.428781916,-1.447437145,-1.976515152,2686.987762,3078.659576,5528.574024,1431.009196,1426.035406,1532.749677,2676.345198,2616.768107,1713.240763,1335.547011,2291.278436,11
COX5A,-0.770817184,3.082606693,-3.704258624,0.002741458,0.428781916,-1.454559608,-1.706235971,10.02478051,15.7213934,12.37577611,7.754838503,7.338695363,4.876067851,9.224063966,8.271822427,7.808555058,5.285153141,9.461857499,4
PRKCA,1.077692772,3.615874979,3.703675323,0.002744474,0.428781916,-1.4554459,2.110657914,8.407714938,5.47283856,7.847821332,15.52489207,20.92252586,29.13465641,8.762667855,11.74749919,11.79992239,15.33585287,14.77385857,10
HYPK ,0.550934692,6.283262189,3.699720885,0.002765008,0.428781916,-1.461455369,1.465034554,53.31054602,59.66119387,64.56485866,73.30289212,100.4730076,106.547117,86.72208958,101.466413,74.57561939,91.19690719,66.33027154,6
LYN,0.432631334,0.339484688,3.699357528,0.002766902,0.428781916,-1.462007635,1.349693041,1.026462795,0.876451362,1.170482918,1.225972534,1.735744826,1.313472154,1.451575491,1.322744832,1.322744832,1.336946135,1.331731059,3
MCF2,-0.662283388,3.200989365,-3.690541387,0.002813279,0.428781916,-1.475411509,-1.582585439,8.677027756,14.66160256,16.64224539,7.811295218,9.440679112,7.588100818,9.814208038,8.677027756,7.065391933,6.672735511,8.360684111,9
WDR48,0.57949203,3.659008953,3.686979159,0.002832242,0.428781916,-1.480829723,1.494323008,8.72995601,9.911269591,9.697657868,15.79763369,15.02402291,12.64042031,13.31989231,12.798258,10.77997774,13.72957398,20.57365475,11
